bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1007690035,1013981,154 7 AVENUE,10011,Mixed-use,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960060,1014758,136 WEST 21 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960048,1014753,120 WEST 21 STREET,10011,Mixed-use,210,210,210,7.1,0.0338,7.1,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008220001,1080658,652 AVENUE OF THE AMER,10011,Mixed residential/commercial,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007940001,1086703,135 7 AVENUE,10011,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008230079,1015555,688 AVENUE OF THE AMER,10010,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950071,1014741,156 WEST 20 STREET,10011,Mixed-use,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700038,1014034,174 7 AVENUE,10011,Mixed-use,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700039,1014035,176 7 AVENUE,10011,Mixed-use,6,6,6,0.203,0.0338,0.203,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700036,1080518,201 WEST 20 STREET,10011,Mixed-use,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007690031,1013979,205 WEST 19 STREET,10011,Mixed-use,18,18,18,0.609,0.0338,0.609,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008230001,1015518,676 AVENUE OF THE AMER,10010,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007980054,1075632,118 WEST 23 STREET,10011,Mixed-use,42,42,42,1.42,0.0338,1.42,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700051,1014043,220 WEST 21 STREET,10011,Residential,35,35,35,1.183,0.0338,1.183,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700045,1014040,206 WEST 21 STREET,10011,Residential,47,47,47,1.589,0.0338,1.589,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007940009,1014713,157 WEST 18 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960015,1014745,141 WEST 20 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950066,1090917,140 WEST 20 STREET,10011,Open space/outdoor recreation,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950028,1014730,111 WEST 19 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960073,1014761,183 7 AVENUE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007690046,1013986,212 WEST 20 STREET,10011,Residential,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008220075,1015513,64 WEST 21 STREET,10010,Mixed-use,1,1,1,0.069,0.069,0.069,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950012,1014726,151 WEST 19 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007970023,1014772,131 WEST 21 STREET,10011,Mixed-use,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700037,1080521,172 7 AVENUE,10011,Mixed-use,17,17,17,0.575,0.0338,0.575,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960023,1014749,123 WEST 20 STREET,10011,Mixed-use,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008230002,1015519,678 AVENUE OF THE AMER,10010,Mixed-use,8,8,8,0.552,0.069,0.552,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007970002,1084998,191 7 AVENUE,10011,Mixed-use,22,22,22,0.744,0.0338,0.744,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007690034,1013980,152 7 AVENUE,10011,Mixed-use,11,11,11,0.372,0.0338,0.372,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007930001,1014648,119 7 AVENUE,10011,Mixed-use,55,55,55,1.86,0.0338,1.86,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950056,1014735,124 WEST 20 STREET,10011,Parking,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008230076,1015554,62 WEST 22 STREET,10010,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007970017,1014770,143 WEST 21 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950001,1086049,180 WEST 20 STREET,10011,Mixed-use,254,254,254,8.588,0.0338,8.588,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008220069,1015511,52 WEST 21 STREET,10010,Mixed-use,4,4,4,0.276,0.069,0.276,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007960001,1014742,171 7 AVENUE,10011,Mixed-use,58,58,58,1.961,0.0338,1.961,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700035,1014033,205 WEST 20 STREET,10011,Mixed-use,10,10,10,0.338,0.0338,0.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950014,1078655,139-143 WEST 19 STREET,10011,Mixed-use,21,21,21,0.71,0.0338,0.71,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007940001,1014710,135 7 AVENUE,10011,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007950037,1014731,635 AVENUE OF THE AMER,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007700048,1014041,210 WEST 21 STREET,10011,Residential,28,28,28,0.947,0.0338,0.947,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460079,1013376,206 9 AVENUE,10011,Mixed-use,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460008,1013344,357 WEST 22 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460074,1013373,360 WEST 23 STREET,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007470001,1078541,212 9 AVENUE,10011,Mixed-use,186,186,186,6.289,0.0338,6.289,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740008,1014169,253 WEST 24 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460110,1013377,351 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007480005,1013457,359 WEST 24 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740012,1014170,247 WEST 24 STREET,10011,Mixed-use,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220030,1086687,411 WEST 24 STREET,10011,Mixed-use,18,18,18,0.609,0.0338,0.609,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460062,1013365,336 WEST 23 STREET,10011,Mixed-use,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082712,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730012,1084993,255 WEST 23 STREET,10011,Mixed-use,151,151,151,5.105,0.0338,5.105,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220030,1012798,411 WEST 24 STREET,10011,Mixed-use,18,18,18,0.609,0.0338,0.609,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740024,1014175,219 WEST 24 STREET,10011,Residential,48,48,48,1.623,0.0338,1.623,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460077,1013374,366 WEST 23 STREET,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007470001,1078540,212 9 AVENUE,10011,Mixed-use,186,186,186,6.289,0.0338,6.289,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460068,1013368,348 WEST 23 STREET,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730079,1014165,260 WEST 24 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730078,1014164,258 WEST 24 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220031,1078469,409 WEST 24 STREET,10011,Residential,15,15,15,0.507,0.0338,0.507,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460004,1013340,204 9 AVENUE,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220024,1012796,421 WEST 24 STREET,10011,Residential,35,35,35,1.183,0.0338,1.183,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007470001,1078542,212 9 AVENUE,10011,Mixed-use,186,186,186,6.289,0.0338,6.289,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460078,1013375,368 WEST 23 STREET,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460003,1013339,202 9 AVENUE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460002,1013338,200 9 AVENUE,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740019,1014174,233 WEST 24 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460075,1076132,362 WEST 23 STREET,10011,Mixed-use,25,25,25,0.845,0.0338,0.845,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740015,1014173,241 WEST 24 STREET,10011,Residential,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220026,1012797,415 WEST 24 STREET,10011,Residential,65,65,65,2.198,0.0338,2.198,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460071,1013371,354 WEST 23 STREET,10011,Residential,13,13,13,0.44,0.0338,0.44,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007470028,1013456,315 WEST 23 STREET,10011,Mixed-use,81,81,81,2.739,0.0338,2.739,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730081,1014166,262 WEST 24 STREET,10011,Residential,25,25,25,0.845,0.0338,0.845,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460072,1013372,356 WEST 23 STREET,10011,Residential,14,14,14,0.473,0.0338,0.473,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460009,1013345,355 WEST 22 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460005,1013341,363 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460001,1013337,198 9 AVENUE,10011,Mixed-use,6,6,6,0.203,0.0338,0.203,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460075,1084979,362 WEST 23 STREET,10011,Mixed-use,25,25,25,0.845,0.0338,0.845,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740024,1084994,219 WEST 24 STREET,10011,Residential,48,48,48,1.623,0.0338,1.623,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450004,1013281,186 9 AVENUE,10011,Mixed-use,6,6,6,0.203,0.0338,0.203,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450003,1013280,184 9 AVENUE,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220031,1078468,409 WEST 24 STREET,10011,Residential,15,15,15,0.507,0.0338,0.507,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200047,1012697,400 WEST 23 STREET,10011,Mixed-use,16,16,16,0.541,0.0338,0.541,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740014,1014172,243 WEST 24 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740013,1014171,245 WEST 24 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007460012,1013347,347 WEST 22 STREET,10011,Residential,11,11,11,0.372,0.0338,0.372,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082713,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200049,1012698,410 WEST 23 STREET,10011,Mixed-use,44,44,44,1.488,0.0338,1.488,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190030,1012630,417 WEST 21 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190038,1080368,401 WEST 21 STREET,10011,Mixed-use,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200034,1012688,429 WEST 22 STREET,10011,Residential,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200061,1012700,428 WEST 23 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190036,1012636,405 WEST 21 STREET,10011,Residential,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190057,1078451,414 WEST 22 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082715,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082717,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200028,1012683,439 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190048,1012646,408 WEST 22 STREET,10011,Mixed-use,6,6,6,0.203,0.0338,0.203,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190047,1012645,406 WEST 22 STREET,10011,Residential,10,10,10,0.338,0.0338,0.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200045,1086503,401 WEST 22 STREET,10011,Mixed-use,57,57,57,1.927,0.0338,1.927,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190057,1078449,414 WEST 22 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082708,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220010,1012789,451 WEST 24 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190062,1078453,434 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190059,1012648,428 WEST 22 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190031,1012631,415 WEST 21 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200066,1012705,438 WEST 23 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200068,1012707,442 WEST 23 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190061,1012650,432 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190044,1012642,400 WEST 22 STREET,10011,Mixed-use,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200039,1012693,417 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220018,1012795,433 WEST 24 STREET,10011,Residential,32,32,32,1.082,0.0338,1.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082710,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220006,1012785,459 WEST 24 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190043,1012641,193 9 AVENUE,10011,Mixed-use,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082709,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200036,1012690,423 WEST 22 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200063,1012701,430 WEST 23 STREET,10011,Residential,10,10,10,0.338,0.0338,0.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220009,1012788,453 WEST 24 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190040,1012638,187 9 AVENUE,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190041,1012639,189 9 AVENUE,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190060,1012649,430 WEST 22 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200064,1012703,434 WEST 23 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220008,1012787,455 WEST 24 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220013,1078458,443 WEST 24 STREET,10011,Residential,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190058,1012647,426 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190045,1012643,402 WEST 22 STREET,10011,Mixed-use,7,7,7,0.237,0.0339,0.237,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190033,1012633,411 WEST 21 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200034,1085545,429 WEST 22 STREET,10011,Residential,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200042,1012696,411 WEST 22 STREET,10011,Residential,8,8,8,0.27,0.0338,0.27,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190042,1012640,191 9 AVENUE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200035,1012689,425 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190049,1078448,410 WEST 22 STREET,10011,Residential,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200032,1012687,431 WEST 22 STREET,10011,Residential,7,7,7,0.237,0.0339,0.237,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190057,1078450,414 WEST 22 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220020,1078462,429 WEST 24 STREET,10011,Residential,32,32,32,1.082,0.0338,1.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220022,1078467,425 WEST 24 STREET,10011,Residential,32,32,32,1.082,0.0338,1.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200040,1012695,415 WEST 22ND STREET,10011,Residential,18,18,18,0.609,0.0338,0.609,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190049,1078447,410 WEST 22 STREET,10011,Residential,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200055,1012699,416 WEST 23 STREET,10011,Residential,24,24,24,0.811,0.0338,0.811,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082714,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190046,1012644,404 WEST 22 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200025,1089478,443 WEST 22 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220013,1078459,443 WEST 24 STREET,10011,Residential,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200060,1086502,426 WEST 23 STREET,10011,Residential,10,10,10,0.338,0.0338,0.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200038,1012692,419 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
