ooh_asset_id,asset_name,asset_type,vendor_owner,operator_if_known,address_or_intersection,latitude,longitude,zipcode,media_format,static_or_digital,asset_status,availability_status,availability_confidence,source_name,source_url,retrieval_date,last_observed_date,pricing_status,exact_price_confirmed,impressions_status,exact_impressions_confirmed,family_anchor_proximity,preschool_school_proximity,transit_proximity,hgl_relevance_score,recommended_use,verification_needed,confidence_level,caveat
LINKNYC_0120,8th Ave & W 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 22nd St,40.74475,-73.998736,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0121,8th Ave & W 23rd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 23rd St,40.74503873,-73.99852935,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0122,W 23rd St & 8th Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,W 23rd St & 8th Ave,40.74544348,-73.99861909,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0123,Church St & Leonard St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Church St & Leonard St,40.71772575,-74.00560969,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0124,11th Ave & W 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,11th Ave & W 24th St,40.748842,-74.0067043,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0125,10th Ave & W 23rd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,10th Ave & W 23rd St,40.74788855,-74.00417706,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0126,E 14th St & 3rd Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 3rd Ave,40.73274736,-73.98610741,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0127,9th Ave & W 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,9th Ave & W 18th St,40.74341383,-74.00372466,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0128,2nd Ave & E 10th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 10th St,40.72983073,-73.98665837,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0129,3rd Ave & E 10th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 10th St,40.730578,-73.989008,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0130,3rd Ave & E 11th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 11th St,40.73157049,-73.98857914,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0131,3rd Ave & E 12th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 12th St,40.732039,-73.987938,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0132,Hudson St & Dominick St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Dominick St,40.72533498,-74.00755377,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0133,Hudson St & Vandam St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Vandam St,40.726889,-74.007487,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0134,E 23rd St & Broadway,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 23rd St & Broadway,40.74083617,-73.98813578,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0135,7th Ave & W 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,7th Ave & W 24th St,40.744815,-73.994986,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0136,E 14th St & 3rd Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 3rd Ave,40.7329605,-73.98617294,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0137,6th Ave & W 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 24th St,40.74351013,-73.99250826,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0138,Hudson St & Desbrosses St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Desbrosses St,40.72340371,-74.00808439,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0139,8th Ave & W 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 16th St,40.74137338,-74.00150114,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0140,8th Ave & W 17th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 17th St,40.74151,-74.001088,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0141,8th Ave & W 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 18th St,40.74204648,-74.00071086,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0142,2nd Ave & E 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 24th St,40.73838376,-73.98039603,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0143,7th Ave & W 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,7th Ave & W 18th St,40.74068566,-73.99799948,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0144,8th Ave & W 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 18th St,40.742297,-74.00094,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0145,8th Ave & W 19th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 19th St,40.742689,-74.000238,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0146,8th Ave & W 21st St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 21st St,40.74391929,-73.9996452,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0147,8th Ave & W 21st St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 21st St,40.74426003,-73.99939787,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0148,9th Ave & W 19th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,9th Ave & W 19th St,40.74359974,-74.00358788,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0149,2nd Ave & E 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 25th St,40.73934123,-73.97998543,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0150,Canal St & Mott St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Canal St & Mott St,40.716869,-73.997578,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0151,6th Ave & W 21st St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 21st St,40.74151493,-73.9939631,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0152,6th Ave & W 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 22nd St,40.74254842,-73.99320916,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0153,E 14th St & 1st Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 1st Ave,40.73153857,-73.98324565,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0154,1st Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,1st Ave & E 14th St,40.73121904,-73.982827,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0155,3rd Ave & E 19th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 19th St,40.736214,-73.9849,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0156,E 10th St & 1st Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 10th St & 1st Ave,40.728824,-73.98468,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0157,1st Ave & St Marks Pl,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,1st Ave & St Marks Pl,40.72779351,-73.98532503,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
